,Unnamed: 0,BrandName,Deatils,Sizes,MRP,SellPrice,Discount,Category
17256,18,get wrapped,dyed viscose regular length womens scarf - multi,Nan,Nan,449,No Discount,Indianwear-Women
17257,19,kashish,flared full length viscose blend womens festive skirt - off white,"Size:LARGE / XL,XS / SMALL","Rs
2499",1249,50% off,Indianwear-Women
17258,20,de moza,solid rayon womens palazzo pants - black,"Size:Medium,Small,X-Large,XX-Large",Nan,1699,No Discount,Indianwear-Women
17259,21,ziyaa,printed round neck polyester womens ethnic set - grey,"Size:Large,Medium,Small,X-Large,XX-Large,XXX-Large","Rs
3039",1215,60% off,Indianwear-Women
17260,22,Nan,Nan,Nan,Nan,Nan,No Discount,Indianwear-Women
17261,23,stop,womens 2 ply anti microbial reusable protective fashion mask- pack of 5 - multi,Nan,"Rs
399",199,50% off,Indianwear-Women
17262,24,crimsoune club,printed lyocell mandarin womens kurta - pink,"Size:Large,Medium,Small,X-Large,XX-Large","Rs
1499",1049,30% off,Indianwear-Women
17263,25,stop,womens rayon round neck a-line kurta - mustard,"Size:S,M,L,X-Large,X-Small","Rs
999",499,50% off,Indianwear-Women
17264,0,janasya,checks round neck crepe womens calf length kurta - green,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large,XXX-Large","Rs
1469",881,40% off,Indianwear-Women
17265,1,haute curry,embroidered rayon v-neck womens a-line assymetrical tunic - coral,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large","Rs
899",449,50% off,Indianwear-Women
17266,2,ritu kumar,pique collar neck womens short top - multi,"Size:Large,Medium,Small",Nan,3900,No Discount,Indianwear-Women
17267,3,ziyaa,floral rayon v neck womens straight kurta - maroon,"Size:Large,Medium,Small,X-Large,XX-Large,XXX-Large","Rs
1627",650,60% off,Indianwear-Women
17268,4,aarke,printed mandarin cotton blend womens dress - pink,"Size:Medium,Small,X-Small",Nan,2900,No Discount,Indianwear-Women
17269,5,neerus,printed mulmul round neck womens a line kurta - off white,"Size:Large,Medium,X-Large,XX-Large","Rs
2299",1379,40% off,Indianwear-Women
17270,6,ritu kumar,viscose blend collar neck womens shirt blouse - brown,"Size:Large,Medium,X-Large",Nan,4400,No Discount,Indianwear-Women
17271,7,suti,printed cotton round neck womens ethnic set - cream,"Size:Large,Medium,Small,X-Large","Rs
4199",3359,20% off,Indianwear-Women
17272,8,stop,womens printed calf length casual wear kurta - pink,"Size:S,M,L,XL,X-Small","Rs
999",499,50% off,Indianwear-Women
17273,9,get wrapped,printed viscose woven womens scarf - green,Nan,Nan,299,No Discount,Indianwear-Women
17274,10,ziyaa,printed round neck polyester womens ethnic set - green,"Size:Large,Medium,Small,X-Large,XX-Large,XXX-Large","Rs
2857",1142,60% off,Indianwear-Women
17275,11,ayesha,ethnic striped scarf with frayed edges,Nan,Nan,2998,No Discount,Indianwear-Women
17276,12,global desi,floral cotton round neck womens straight top - yellow,"Size:XL,Large,Medium,Small,X-Small,XX-Large","Rs
1899",1519,20% off,Indianwear-Women
17277,13,aurelia,printed viscose round neck womens ethnic set - green,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large","Rs
3999",2799,30% off,Indianwear-Women
17278,14,de moza,solid skinny fit cotton womens leggings - ecru,"Size:Large,Medium,Small,X-Large,XXX-Large",Nan,449,No Discount,Indianwear-Women
17279,15,janasya,floral silk round neck womens kurta palazzo set with dupatta - mustard,"Size:Small,X-Small,XX-Large,XXX-Large","Rs
3098",1239,60% off,Indianwear-Women
17280,16,stop,womens solid calf length casual wear kurta - mustard,"Size:S,M,L,XL,X-Small,XX-Large","Rs
999",499,50% off,Indianwear-Women
17281,17,ziyaa,geometric crepe mandarin womens straight kurta - black,"Size:Large,Medium,Small,X-Large,XX-Large,XXX-Large","Rs
1750",700,60% off,Indianwear-Women
17282,18,kashish,womens art silk sleeveless straight fit choli - red,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large","Rs
1499",749,50% off,Indianwear-Women
17283,19,ziyaa,floral polyester round neck womens ethnic set - pink,"Size:Large,Medium,Small,X-Large,XX-Large,XXX-Large","Rs
3068",1227,60% off,Indianwear-Women
17284,20,ayesha,contemporary floral printed pink scarf,Nan,Nan,898,No Discount,Indianwear-Women
17285,21,fusion beats,womens round neck slub top - sage,"Size:Large,Medium,Small,X-Large,XX-Large","Rs
1499",599,60% off,Indianwear-Women
17286,22,Nan,Nan,Nan,Nan,Nan,No Discount,Indianwear-Women
17287,23,global desi,round neck straight women kurtas - indigo,"Size:XL,Large,Medium,Small,X-Small,XX-Large","Rs
2299",1839,20% off,Indianwear-Women
17288,24,fusion beats,womens round neck printed top - black,"Size:Large,Medium,X-Large,XX-Large","Rs
1999",799,60% off,Indianwear-Women
17289,25,aurelia,round neck straight designer womens kurtas - orange,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large","Rs
1199",839,30% off,Indianwear-Women
17290,0,ziyaa,printed polyester halter neck womens kurta palazzo set - red,"Size:Large,Medium,Small,X-Large,XX-Large,XXX-Large","Rs
4043",1617,60% off,Indianwear-Women
17291,1,ira soleil,embellished skinny fit polyester womens festive wear pants - gold,"Size:Large,Medium,Small,X-Large,XX-Large",Nan,1999,No Discount,Indianwear-Women
17292,2,varanga,maroon and gold polka dot embroidered anarkali kurta with dori and tassel detailing - maroon,"Size:Large,Medium,Small,X-Large","Rs
3599",1439,60% off,Indianwear-Women
17293,3,global desi,round neck cotton women ethnic sets - off white,"Size:Large,Medium,Small,X-Small","Rs
5699",4559,20% off,Indianwear-Women
17294,4,stop,womens 2 ply anti microbial reusable protective fashion mask- pack of 5 - multi,Nan,"Rs
399",199,50% off,Indianwear-Women
17295,5,janasya,floral cotton round neck womens kurta palazzo set with dupatta - off white,"Size:Small,X-Large,X-Small,XX-Large,XXX-Large","Rs
3489",1395,60% off,Indianwear-Women
17296,6,aurelia,dyed cotton womens ethnic set - yellow,"Size:Large,Medium,Small,X-Large,XX-Large","Rs
1999",1399,30% off,Indianwear-Women
17297,7,aurelia,printed cotton round neck womens flared dress - blue,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large",Nan,2999,No Discount,Indianwear-Women
17298,8,varkala silk sarees,kanchipuram weave zari border and rich zari pallu with contrast blouse piece - multi,Nan,"Rs
4500",1350,70% off,Indianwear-Women
17299,9,global desi,floral round neck straight womens kurta - teal,"Size:Medium,Small,X-Small,XX-Large","Rs
2599",1559,40% off,Indianwear-Women
17300,10,global desi,floral polyester v- neck women regular tops - pink,"Size:Large,Medium,Small,X-Small","Rs
1599",1119,30% off,Indianwear-Women
17301,11,indya,embellished georgette scoop neck womens kurta - yellow,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large","Rs
1950",1560,20% off,Indianwear-Women
17302,12,aurelia,printed rayon blend regular fit womens straight ethnic set - blue,"Size:Large,Medium,Small,X-Small",Nan,3999,No Discount,Indianwear-Women
17303,13,fusion beats,womens round neck striped kurta - blush,"Size:Large,Medium,Small,X-Large,XX-Large,XXX-Large","Rs
2299",919,60% off,Indianwear-Women
17304,14,suti,embroidered cotton round neck womens ethnic set - baby pink,"Size:Large,Medium,Small","Rs
2999",2399,20% off,Indianwear-Women
17305,15,fusion beats,womens mandarin collar slub kurta - grey,Size:Medium,"Rs
1899",719,62% off,Indianwear-Women
17306,16,kami kubi,embroidered silk blend womens unstitched suit piece - pink,Nan,"Rs
4499",1799,60% off,Indianwear-Women
17307,17,de moza,solid skinny fit cotton womens leggings - natural,"Size:4X-Large,Large,Medium,Small,X-Large",Nan,449,No Discount,Indianwear-Women
17308,18,varanga,womens v-neck solid kurta set - cream,"Size:Large,X-Large,XX-Large","Rs
2999",1649,45% off,Indianwear-Women
17309,19,arteastri,shibori dyed cotton regular fit womens saree - indigo,Nan,Nan,4800,No Discount,Indianwear-Women
17310,20,janasya,womens blue cotton kurta with pant (set154) - blue,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large","Rs
2949",1474,50% off,Indianwear-Women
17311,21,arteastri,dyed cotton regular fit womens work wear stole - black,Nan,Nan,1400,No Discount,Indianwear-Women
17312,22,Nan,Nan,Nan,Nan,Nan,No Discount,Indianwear-Women
17313,23,global desi,geometric half sleeves viscose womens full length jumpsuit - pink,"Size:Large,Medium,Small","Rs
3299",2639,20% off,Indianwear-Women
17314,24,de moza,solid polyester womens regular length palazzo - gold,"Size:Large,Medium,Small,X-Large,XX-Large","Rs
799",479,40% off,Indianwear-Women
17315,25,global desi,v- neck straight women kurtas - pink,"Size:XL,Large,Medium,Small,X-Small,XX-Large","Rs
2799",1819,35% off,Indianwear-Women
17316,0,janasya,floral round neck regular fit womens kurta - sea green,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large,XXX-Large","Rs
1949",1169,40% off,Indianwear-Women
17317,1,global desi,solid viscose loose fit womens bottom - olive,"Size:XL,Large,Medium,Small,X-Small,XX-Large","Rs
2199",1099,50% off,Indianwear-Women
17318,2,aurelia,band with placket cotton womens calf length kurta - red,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large","Rs
1799",1259,30% off,Indianwear-Women
17319,3,janasya,womens black rayon straight kurti (jne3557) - black,"Size:Large,Medium,Small,X-Large,XX-Large","Rs
1499",824,45% off,Indianwear-Women
17320,4,janasya,printed crepe round neck womens flared kurta - navy,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large,XXX-Large","Rs
1339",736,45% off,Indianwear-Women
17321,5,de moza,solid skinny fit cotton womens leggings - grey,"Size:Large,Medium,Small,X-Large,XX-Large",Nan,499,No Discount,Indianwear-Women
17322,6,ziyaa,stripes round neck polyester womens ethnic set - green,"Size:Large,Medium,Small,X-Large,XX-Large,XXX-Large","Rs
2848",1139,60% off,Indianwear-Women
17323,7,global desi,floral polyester regular fit womens saree - pink,"Size:Large,Medium,Small,X-Small",Nan,5499,No Discount,Indianwear-Women
17324,8,global desi,solid cotton v neck womens flared dress - coral,"Size:XL,Large,Medium,Small,X-Small,XX-Large","Rs
3099",2479,20% off,Indianwear-Women
17325,9,ritu kumar,round neck modal womens short dress - peach,"Size:Large,Medium,Small,X-Small",Nan,4200,No Discount,Indianwear-Women
17326,10,w,printed rayon flax mandarin womens flared dress - red,"Size:6,8,10,12,14,16,18","Rs
1899",1424,25% off,Indianwear-Women
17327,11,kami kubi,floral mandarin neck cotton womens flared ethnic dress - yellow,"Size:Large,Medium,Small,X-Large","Rs
1999",799,60% off,Indianwear-Women
17328,12,global desi,geometric viscose v- neck women regular tops - rose,"Size:XL,Large,Medium,Small,X-Small,XX-Large","Rs
1399",979,30% off,Indianwear-Women
17329,13,global desi,printed cotton v neck womens ethnic set - pink,"Size:XL,Large,Medium,Small","Rs
5499",2749,50% off,Indianwear-Women
17330,14,fusion beats,womens round neck printed top - blue,Size:XX-Large,"Rs
999",899,10% off,Indianwear-Women
17331,15,stop,womens embroidered calf length casual wear kurta - ecru,"Size:S,M,L,XL,X-Small,XX-Large","Rs
1299",649,50% off,Indianwear-Women
17332,16,ira soleil,art silk full sleeves womens kurta - gold,"Size:Large,Medium,Small,X-Large,XX-Large",Nan,3248,No Discount,Indianwear-Women
17333,17,yuris,printed cotton mandarin neck regular fit womens kurta palazzo set - orange,"Size:Large,Medium,Small,X-Large,XX-Large","Rs
2499",1124,55% off,Indianwear-Women
17334,18,myshka,printed cotton womens dress - yellow,",Medium,Small,X-Large,XX-Large","Rs
2999",749,75% off,Indianwear-Women
17335,19,global desi,solid viscose v neck womens calf length kurta - indigo,"Size:XL,Large,Medium,Small,XX-Large","Rs
2999",1949,35% off,Indianwear-Women
17336,20,global desi,floral shirt collar straight womens kurta - mint,"Size:XL,Large,Medium,Small,X-Small","Rs
1999",799,60% off,Indianwear-Women
17337,21,global desi,flared fit regular length viscose womens festive wear skirt - pink mix,"Size:XL,Large,Medium,Small,X-Small","Rs
3399",1699,50% off,Indianwear-Women
17338,22,Nan,Nan,Nan,Nan,Nan,No Discount,Indianwear-Women
17339,23,global desi,geometric viscose round neck womens straight top - natural,"Size:XL,Large,Medium,Small,X-Small","Rs
1499",749,50% off,Indianwear-Women
17340,24,global desi,printed viscose womens flared festive wear sharara - natural,"Size:XL,Large,Small","Rs
2999",1499,50% off,Indianwear-Women
17341,25,haute curry,womens regular fit printed tops - mustard,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large,XXX-Large","Rs
799",399,50% off,Indianwear-Women
17342,0,yuris,printed round neck cotton womens kaftan with trousers - multi,"Size:Large,Medium,Small,X-Large,XX-Large","Rs
2799",1259,55% off,Indianwear-Women
17343,1,yuris,printed cotton mandarin neck womens straight fit kurta - cream,"Size:Large,Medium,Small,X-Large,XX-Large,XXX-Large","Rs
1599",959,40% off,Indianwear-Women
17344,2,global desi,printed v-neck polyester womens calf length kurta - teal,"Size:XL,Large,Medium,Small,X-Small,XX-Large","Rs
1899",1519,20% off,Indianwear-Women
17345,3,vastranand,solid zari cotton blend festive wear womens regular saree - white,Nan,"Rs
2199",1319,40% off,Indianwear-Women
17346,4,vastranand,structured zari silk blend festive wear womens regular saree - green,Nan,"Rs
4799",2159,55% off,Indianwear-Women
17347,5,vastranand,floral zari linen festive wear womens regular saree - yellow,Nan,"Rs
3299",1814,45% off,Indianwear-Women
17348,6,varanga,womens maroon floral zari embroidery kurta with gota embellished palazzo - maroon,"Size:Large,Medium,Small,X-Large,XX-Large","Rs
2999",1499,50% off,Indianwear-Women
17349,7,juniper,womens green dull satin printed lehenga choli with satin lining - green,"Size:Large,Medium,X-Large,X-Small",Nan,3799,No Discount,Indianwear-Women
17350,8,varanga,viscose rayon womens ethnic palazzos - off white,"Size:Large,Medium,Small,X-Large,XX-Large","Rs
1999",899,55% off,Indianwear-Women
17351,9,varanga,sequins round neck womens kurta - maroon,"Size:Large,Medium,Small,X-Large,XX-Large","Rs
2599",1039,60% off,Indianwear-Women
17352,10,vastranand,structured zari silk blend festive wear womens regular saree - purple,Nan,"Rs
4799",2399,50% off,Indianwear-Women
17353,11,vastranand,printed zari silk blend festive wear womens regular saree - pink,Nan,"Rs
3475",1563,55% off,Indianwear-Women
17354,12,vastranand,stripes zari silk blend festive wear womens regular saree - peach,Nan,"Rs
4799",2159,55% off,Indianwear-Women
17355,13,vastranand,solid zari polyester blend festive wear womens regular saree - white,Nan,"Rs
4500",2250,50% off,Indianwear-Women
17356,14,vastranand,stripes zari silk blend festive wear womens regular saree - green,Nan,"Rs
4799",2159,55% off,Indianwear-Women
17357,15,vastranand,solid zari silk blend festive wear womens regular saree - yellow,Nan,"Rs
3199",1919,40% off,Indianwear-Women
17358,16,ira soleil,self design polyester womens lehenga choli set - green,"Size:Large,Medium,Small,X-Large",Nan,8999,No Discount,Indianwear-Women
17359,17,vastranand,solid zari linen festive wear womens regular saree - brown,Nan,"Rs
4500",2250,50% off,Indianwear-Women
17360,18,vastranand,printed zari linen festive wear womens regular saree - lavender,Nan,"Rs
5500",2200,60% off,Indianwear-Women
17361,19,vastranand,polka dots zari net festive wear womens regular saree - blue,Nan,"Rs
1998",1398,30% off,Indianwear-Women
17362,20,ira soleil,embellished polyester square neck womens crop length tunic - gold,"Size:Large,Medium,Small,X-Large",Nan,2299,No Discount,Indianwear-Women
17363,21,varanga,viscose rayon womens casual trousers - black,"Size:Medium,Small,XX-Large","Rs
1599",799,50% off,Indianwear-Women
17364,22,Nan,Nan,Nan,Nan,Nan,No Discount,Indianwear-Women
17365,23,varanga,embroidered silk blend round neck womens ethnic set - maroon,"Size:Large,Medium,Small,X-Large,XX-Large",Nan,5299,No Discount,Indianwear-Women
17366,24,vastranand,geometric zari net festive wear womens regular saree - pink,Nan,"Rs
1998",1398,30% off,Indianwear-Women
17367,25,vastranand,solid zari silk blend festive wear womens regular saree - green,Nan,"Rs
4999",2999,40% off,Indianwear-Women
17368,0,varanga,embroidered silk round neck womens regular fit kurta - burgundy,"Size:Medium,Small,XX-Large","Rs
3999",1599,60% off,Indianwear-Women
17369,1,vastranand,solid zari silk festive wear womens regular saree - navy,Nan,"Rs
6500",3250,50% off,Indianwear-Women
17370,2,varkala silk sarees,solid weaving katan silk traditional women kanjivaram saree - orange,Nan,"Rs
7500",1875,75% off,Indianwear-Women
17371,3,vastranand,stripes zari linen festive wear womens regular saree - blue,Nan,"Rs
5500",2200,60% off,Indianwear-Women
17372,4,kashish,embroidered round neck flared womens kurta - grey,"Size:Large,Medium,Small,X-Small","Rs
2299",1149,50% off,Indianwear-Women
17373,5,varanga,zari embroidered silk round neck womens regular fit kurta - green,"Size:Large,X-Large,XX-Large","Rs
3999",1399,65% off,Indianwear-Women
17374,6,global desi,solid viscose v-neck womens tunic - aqua,"Size:Large,Medium",Nan,1799,No Discount,Indianwear-Women
17375,7,amukti,ankle length rayon womens kurta - pink,Size:Large,"Rs
1599",799,50% off,Indianwear-Women
17376,8,varanga,womens round neck printed kurta - pale pink,"Size:X-Large,XX-Large","Rs
1799",989,45% off,Indianwear-Women
17377,9,aurelia,printed polyester round neck womens ethnic set - blue,Size:Medium,"Rs
4299",2149,50% off,Indianwear-Women
17378,10,global desi,ethnic motifs tassel cotton round neck womens straight fit kurta - pink,"Size:XL,Large,Medium,Small","Rs
3299",2309,30% off,Indianwear-Women
17379,11,global desi,solid key hole neck womens top - navy,Size:X-Small,"Rs
1599",959,40% off,Indianwear-Women
17380,12,indya,foil print georgette round neck womens regular tunic - blue,"Size:Small,X-Small","Rs
2850",1425,50% off,Indianwear-Women
17381,13,de moza,solid skinny fit cotton womens leggings - light blue,"Size:Large,Medium,Small",Nan,499,No Discount,Indianwear-Women
17382,14,ira soleil,womens pink poly cotton cap sleeve printed kurta - pink,Size:Small,Nan,2499,No Discount,Indianwear-Women
17383,15,indya,embroidered georgette scoop neck womens regular top - purple,Size:X-Large,"Rs
1650",825,50% off,Indianwear-Women
17384,16,janasya,mandarin cotton flared designer womens dresses - black,"Size:Small,X-Small","Rs
2898",1014,65% off,Indianwear-Women
17385,17,indya,printed regular fit georgette womens sharara pants - purple,"Size:Medium,Small,X-Small",Nan,2100,No Discount,Indianwear-Women
17386,18,indya,reglar fit regular length georgette womens ethnic sari skirt - blue,"Size:Small,X-Small","Rs
3400",1700,50% off,Indianwear-Women
17387,19,w,dyed cotton round neck womens straight kurta - blue,"Size:6,8,16,18",Nan,1799,No Discount,Indianwear-Women
17388,20,global desi,floral polyester round neck womens ethnic set - dark green,Size:XL,"Rs
5299",2649,50% off,Indianwear-Women
17389,21,haute curry,yarn dyed round neck cotton womens empire waist dress - red,"Size:Medium,Small,X-Small","Rs
1299",649,50% off,Indianwear-Women
17390,22,Nan,Nan,Nan,Nan,Nan,No Discount,Indianwear-Women
17391,23,yuris,textured cotton collared neck womens straight fit kurta - green,Size:Large,"Rs
1499",674,55% off,Indianwear-Women
17392,24,w,solid cotton lycra womens casual tights - orange,"Size:Large,Medium","Rs
799",599,25% off,Indianwear-Women
17393,25,indya,floral georgette regular fit womens sharara - blue,Size:Small,"Rs
2100",1050,50% off,Indianwear-Women
17394,0,suti,printed cotton round neck womens straight kurti - gold,"Size:Medium,Small,X-Large","Rs
1395",1116,20% off,Indianwear-Women
17395,1,w,solid viscose regular fit womens casual slim pants - grey,"Size:6,8,12,14",Nan,1399,No Discount,Indianwear-Women
17396,2,janasya,floral cotton round neck womens ethnic set - green,"Size:Small,X-Small","Rs
2899",1014,65% off,Indianwear-Women
17397,3,kami kubi,floral viscose v-neck womens calf length kurta - blue,"Size:Large,Medium,X-Small","Rs
2999",1349,55% off,Indianwear-Women
17398,4,ritu kumar,round neck crepe womens short dress - multi,Size:X-Small,Nan,4600,No Discount,Indianwear-Women
17399,5,biba,yarn dyed narrow fit length cotton womens pants - navy,Size:Medium,Nan,1999,No Discount,Indianwear-Women
17400,6,global desi,womens regular fit geometric kurta - natural,"Size:XL,Large,XX-Large","Rs
2399",959,60% off,Indianwear-Women
17401,7,yuris,floral round neck regular fit womens kurta - multi,Size:Small,"Rs
2099",1049,50% off,Indianwear-Women
17402,8,kami kubi,block print cotton round neck womens straight kurta - black,Size:X-Small,"Rs
1999",899,55% off,Indianwear-Women
17403,9,w,solid round neck chanderi womens kurta set - grey,Size:16,"Rs
7999",3999,50% off,Indianwear-Women
17404,10,indya,geometric cotton regular fit womens maxi dress - yellow,Size:Small,Nan,1850,No Discount,Indianwear-Women
17405,11,global desi,solid viscose round neck regular fit womens tunic - navy,Size:X-Small,"Rs
2199",1319,40% off,Indianwear-Women
17406,12,yuris,buttons round neck cotton womens kurta palazzo set - grey,"Size:X-Large,XX-Large","Rs
2899",1159,60% off,Indianwear-Women
17407,13,yuris,printed mandarin neck cotton womens kurta palazzo set - maroon,Size:Small,"Rs
3499",1399,60% off,Indianwear-Women
17408,14,yuris,printed mandarin neck cotton womens kurta palazzo set - natural,"Size:Large,Medium,Small","Rs
2499",1124,55% off,Indianwear-Women
17409,15,indya,pink foil sequined hem short tunic - pink,Size:X-Small,Nan,1750,No Discount,Indianwear-Women
17410,16,aurelia,solid viscose blend round neck womens above knee kurta - red,Size:X-Large,"Rs
1199",599,50% off,Indianwear-Women
17411,17,varanga,cotton womens ethnic palazzos - black,"Size:Medium,Small","Rs
2499",1124,55% off,Indianwear-Women
17412,18,varanga,printed cotton round neck womens ethnic set - purple,"Size:Small,X-Large,XX-Large",Nan,3799,No Discount,Indianwear-Women
17413,19,varanga,womens off white chanderi zari embroidery kurta trouser set with banarasi silk dupatta - off white,"Size:Medium,Small","Rs
5999",2999,50% off,Indianwear-Women
17414,20,juniper,printed rayon calf length womens a-line kurta - brown,Size:X-Small,"Rs
2098",734,65% off,Indianwear-Women
17415,21,varanga,embellished cotton round neck womens regular fit kurta - cream,"Size:Large,Small","Rs
1999",699,65% off,Indianwear-Women
17416,22,Nan,Nan,Nan,Nan,Nan,No Discount,Indianwear-Women
17417,23,varanga,embellished silk round neck womens regular fit kurta - mustard,"Size:Small,XX-Large","Rs
2999",749,75% off,Indianwear-Women
17418,24,haute curry,printed ankle length casual wear shirt dress - coral,"Size:Small,X-Small","Rs
1499",749,50% off,Indianwear-Women
17419,25,kami kubi,embroidered viscose womens salwar kurta dupatta set - pink,"Size:Large,Medium","Rs
6999",2799,60% off,Indianwear-Women
17420,0,global desi,ankle length cotton womens trousers - white,"Size:XL,Large,Medium,Small,X-Small,XX-Large",Nan,1999,No Discount,Indianwear-Women
17421,1,w,regular cotton flex woven designer womens pants - ecru,"Size:6,8,10,12,14,16,18",Nan,1199,No Discount,Indianwear-Women
17422,2,janasya,floral v neck regular fit womens kurta - blue,Size:Small,"Rs
1899",759,60% off,Indianwear-Women
17423,3,ira soleil,floral dupion womens casual skirt - white,"Size:Large,Medium,Small,X-Large",Nan,1999,No Discount,Indianwear-Women
17424,4,indya,solid regular fit georgette womens festive wear pants - pink,Size:Medium,"Rs
1800",900,50% off,Indianwear-Women
17425,5,stop,womens free size printed dupatta - black,Nan,"Rs
799",399,50% off,Indianwear-Women
17426,6,ziyaa,solid round neck polyester womens salwar kurta and dupatta set - black,"Size:Large,Medium,Small,X-Large,XX-Large,XXX-Large","Rs
3781",1512,60% off,Indianwear-Women
17427,7,de moza,jacquard boat neck polyester womens top - maroon,"Size:Large,Medium,Small,X-Large,XX-Large","Rs
1299",779,40% off,Indianwear-Women
17428,8,neerus,printed rayon mandarin womens ankle length kurta - grey,"Size:Large,Medium,X-Large,XX-Large",Nan,2499,No Discount,Indianwear-Women
17429,9,aurelia,printed cotton round neck womens flared dress - pink,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large",Nan,2999,No Discount,Indianwear-Women
17430,10,indya,embroidered square neck georgette womens regular top - purple,Size:XX-Large,"Rs
1200",600,50% off,Indianwear-Women
17431,11,aurelia,printed viscose womens straight kurta - green,"Size:Medium,X-Small",Nan,1399,No Discount,Indianwear-Women
17432,12,ziyaa,floral rayon round neck womens straight kurta - grey,"Size:Large,Medium,Small,X-Large,XX-Large,XXX-Large","Rs
1797",808,55% off,Indianwear-Women
17433,13,w,solid regular fit regular length poly viscose womens pants - natural,"Size:8,10",Nan,1499,No Discount,Indianwear-Women
17434,14,janasya,printed rayon round neck womens kurta palazzo set - maroon,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large,XXX-Large","Rs
3069",1227,60% off,Indianwear-Women
17435,15,aurelia,mandarin straight designer womens kurtas - mustard,"Size:Large,Medium,Small,X-Large,XX-Large",Nan,1599,No Discount,Indianwear-Women
17436,16,ziyaa,floral polyester mandarin womens straight kurta - pink,"Size:Large,Medium,Small,X-Large,XX-Large,XXX-Large","Rs
1674",669,60% off,Indianwear-Women
17437,17,fusion beats,womens round neck solid kurta - black,"Size:Large,Medium,Small,X-Large","Rs
1699",679,60% off,Indianwear-Women
17438,18,indya,embroidered square neck regular fit womens top - purple,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large",Nan,1600,No Discount,Indianwear-Women
17439,19,w,solid viscose v neck womens kurta - light brown,"Size:6,8,10,12,14,16,18",Nan,2799,No Discount,Indianwear-Women
17440,20,indya,embellished one shoulder regular fit womens kurta - maroon,"Size:Medium,Small,X-Large",Nan,3500,No Discount,Indianwear-Women
17441,21,de moza,relaxed fit regular length polyester womens festive skirt - peacock,"Size:Medium,X-Large",Nan,2499,No Discount,Indianwear-Women
17442,22,Nan,Nan,Nan,Nan,Nan,No Discount,Indianwear-Women
17443,23,w,printed cotton round neck womens calf length kurta - blue,"Size:8,10,16,18",Nan,1999,No Discount,Indianwear-Women
17444,24,w,printed regular fit viscose womens festive wear pants - green,"Size:6,8,10,12,14,16","Rs
1899",1424,25% off,Indianwear-Women
17445,25,ziyaa,floral polyester off shoulder womens ethnic set - red,"Size:Large,Medium,Small,X-Large,XX-Large,XXX-Large","Rs
4767",1906,60% off,Indianwear-Women
17446,0,global desi,geometric viscose square neck womens flared kurta - off white,"Size:XL,Large,Medium,Small,X-Small,XX-Large","Rs
2699",2159,20% off,Indianwear-Women
17447,1,de moza,solid skinny fit cotton womens leggings - ecru,"Size:Large,Medium,Small,X-Large,XX-Large",Nan,499,No Discount,Indianwear-Women
17448,2,janasya,printed linen festive wear womens saree with blouse piece - green,Nan,"Rs
2699",1349,50% off,Indianwear-Women
17449,3,yuris,geometric cotton round neck womens a-line kurta - multi,Size:Small,"Rs
1599",639,60% off,Indianwear-Women
17450,4,janasya,solid pure cotton womens palazzo pants - red,Size:X-Small,"Rs
1499",674,55% off,Indianwear-Women
17451,5,global desi,printed viscose round neck womens regular kurta - purple,"Size:XL,Large,Medium,Small,X-Small","Rs
4699",3759,20% off,Indianwear-Women
17452,6,indya,geometric cotton regular fit womens a-line dress - blue,Size:Small,Nan,1950,No Discount,Indianwear-Women
17453,7,varanga,womens key hole neck solid dresses - green,"Size:Medium,Small,X-Large,XX-Large","Rs
3399",1699,50% off,Indianwear-Women
17454,8,global desi,solid v-neck womens kurta - rose,"Size:XL,Small","Rs
2399",1439,40% off,Indianwear-Women
17455,9,global desi,solid viscose tapered fit womens formal wear pants - navy,"Size:XL,Large,Medium,Small,X-Small,XX-Large",Nan,1399,No Discount,Indianwear-Women
17456,10,janasya,printed silk festive wear womens saree with blouse piece - peacock,Nan,"Rs
3379",1351,60% off,Indianwear-Women
17457,11,aurelia,printed viscose round neck womens straight kurta - peach,"Size:Large,Medium,Small,X-Large,X-Small",Nan,1599,No Discount,Indianwear-Women
17458,12,arteastri,embroidered silk regular fit womens party wear stole - ivory,Nan,Nan,2799,No Discount,Indianwear-Women
17459,13,janasya,womens turquoise blue poly crepe kurta (jne3384) - blue,Size:Small,"Rs
1199",479,60% off,Indianwear-Women
17460,14,de moza,printed rayon comfort fit womens culottes - white,"Size:Large,Medium,Small",Nan,1299,No Discount,Indianwear-Women
17461,15,ira soleil,regular fit full length polyester womens leggings - gold,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large",Nan,875,No Discount,Indianwear-Women
